N,role,query_id,prefix,known_owners,winner,winner_is_any_owner
45,H_fit,T038,13,[9],13,False
45,H_fit,T038,14,"[9, 14]",13,False
45,H_fit,T038,15,"[9, 14]",13,False
45,H_fit,T038,16,"[9, 14]",13,False
45,H_fit,T038,17,"[9, 14]",13,False
45,H_fit,T038,18,"[9, 14]",13,False
45,H_fit,T038,19,"[9, 14, 19]",13,False
45,H_fit,T038,20,"[9, 14, 19]",13,False
45,H_fit,T038,21,"[9, 14, 19]",13,False
45,H_fit,T038,22,"[9, 14, 19]",13,False
45,H_fit,T038,23,"[9, 14, 19]",13,False
45,H_fit,T038,24,"[9, 14, 19]",13,False
45,H_fit,T038,25,"[9, 14, 19]",13,False
45,H_fit,T038,26,"[9, 14, 19]",13,False
45,H_fit,T038,27,"[9, 14, 19]",13,False
45,H_fit,T038,28,"[9, 14, 19]",13,False
45,H_fit,T038,29,"[9, 14, 19]",13,False
45,H_fit,T038,30,"[9, 14, 19]",13,False
45,H_fit,T038,31,"[9, 14, 19]",13,False
45,H_fit,T038,32,"[9, 14, 19]",13,False
45,H_fit,T038,33,"[9, 14, 19]",13,False
45,H_fit,T038,34,"[9, 14, 19]",13,False
45,H_fit,T038,35,"[9, 14, 19]",13,False
45,H_fit,T038,36,"[9, 14, 19]",13,False
45,H_fit,T038,37,"[9, 14, 19]",13,False
45,H_fit,T038,38,"[9, 14, 19]",13,False
45,H_fit,T038,39,"[9, 14, 19]",13,False
45,H_fit,T038,40,"[9, 14, 19]",13,False
45,H_fit,T038,41,"[9, 14, 19]",13,False
45,H_fit,T038,42,"[9, 14, 19]",13,False
45,H_fit,T038,43,"[9, 14, 19]",13,False
45,H_fit,T038,44,"[9, 14, 19]",13,False
45,H_fit,T038,45,"[9, 14, 19]",13,False
45,H_fit,T003,10,[10],8,False
45,H_fit,T003,11,[10],11,False
45,H_fit,T003,12,[10],11,False
45,H_fit,T003,13,[10],13,False
45,H_fit,T003,14,[10],13,False
45,H_fit,T003,15,[10],13,False
45,H_fit,T003,16,[10],13,False
45,H_fit,T003,17,[10],13,False
45,H_fit,T003,18,[10],13,False
45,H_fit,T003,19,[10],13,False
45,H_fit,T003,20,[10],13,False
45,H_fit,T003,21,[10],13,False
45,H_fit,T003,22,[10],13,False
45,H_fit,T003,23,[10],13,False
45,H_fit,T003,24,[10],13,False
45,H_fit,T003,25,[10],13,False
45,H_fit,T003,26,[10],13,False
45,H_fit,T003,27,[10],13,False
45,H_fit,T003,28,[10],13,False
45,H_fit,T003,29,[10],13,False
45,H_fit,T003,30,[10],13,False
45,H_fit,T003,31,[10],13,False
45,H_fit,T003,32,[10],13,False
45,H_fit,T003,33,[10],13,False
45,H_fit,T003,34,[10],13,False
45,H_fit,T003,35,[10],13,False
45,H_fit,T003,36,[10],13,False
45,H_fit,T003,37,[10],13,False
45,H_fit,T003,38,[10],13,False
45,H_fit,T003,39,[10],13,False
45,H_fit,T003,40,[10],13,False
45,H_fit,T003,41,[10],13,False
45,H_fit,T003,42,[10],13,False
45,H_fit,T003,43,[10],13,False
45,H_fit,T003,44,[10],13,False
45,H_fit,T003,45,[10],13,False
45,H_fit,T011,11,[11],9,False
45,H_fit,T011,12,[11],9,False
45,H_fit,T011,13,[11],13,False
45,H_fit,T011,14,[11],13,False
45,H_fit,T011,15,[11],13,False
45,H_fit,T011,16,[11],13,False
45,H_fit,T011,17,[11],13,False
45,H_fit,T011,18,[11],13,False
45,H_fit,T011,19,[11],13,False
45,H_fit,T011,20,[11],13,False
45,H_fit,T011,21,[11],13,False
45,H_fit,T011,22,[11],13,False
45,H_fit,T011,23,[11],13,False
45,H_fit,T011,24,[11],13,False
45,H_fit,T011,25,[11],13,False
45,H_fit,T011,26,[11],13,False
45,H_fit,T011,27,[11],13,False
45,H_fit,T011,28,[11],13,False
45,H_fit,T011,29,[11],13,False
45,H_fit,T011,30,[11],13,False
45,H_fit,T011,31,[11],13,False
45,H_fit,T011,32,[11],13,False
45,H_fit,T011,33,[11],13,False
45,H_fit,T011,34,[11],13,False
45,H_fit,T011,35,[11],13,False
45,H_fit,T011,36,[11],13,False
45,H_fit,T011,37,[11],13,False
45,H_fit,T011,38,[11],13,False
45,H_fit,T011,39,[11],13,False
45,H_fit,T011,40,[11],13,False
45,H_fit,T011,41,[11],13,False
45,H_fit,T011,42,[11],13,False
45,H_fit,T011,43,[11],13,False
45,H_fit,T011,44,[11],13,False
45,H_fit,T011,45,[11],13,False
45,H_fit,T051,12,[12],8,False
45,H_fit,T051,13,[12],13,False
45,H_fit,T051,14,[12],13,False
45,H_fit,T051,15,[12],13,False
45,H_fit,T051,16,[12],13,False
45,H_fit,T051,17,[12],13,False
45,H_fit,T051,18,[12],13,False
45,H_fit,T051,19,[12],13,False
45,H_fit,T051,20,[12],13,False
45,H_fit,T051,21,[12],13,False
45,H_fit,T051,22,[12],13,False
45,H_fit,T051,23,[12],13,False
45,H_fit,T051,24,[12],13,False
45,H_fit,T051,25,[12],13,False
45,H_fit,T051,26,[12],13,False
45,H_fit,T051,27,[12],13,False
45,H_fit,T051,28,[12],13,False
45,H_fit,T051,29,[12],13,False
45,H_fit,T051,30,[12],13,False
45,H_fit,T051,31,[12],13,False
45,H_fit,T051,32,[12],13,False
45,H_fit,T051,33,[12],13,False
45,H_fit,T051,34,[12],13,False
45,H_fit,T051,35,[12],13,False
45,H_fit,T051,36,[12],13,False
45,H_fit,T051,37,[12],13,False
45,H_fit,T051,38,[12],13,False
45,H_fit,T051,39,[12],13,False
45,H_fit,T051,40,[12],13,False
45,H_fit,T051,41,[12],13,False
45,H_fit,T051,42,[12],13,False
45,H_fit,T051,43,[12],13,False
45,H_fit,T051,44,[12],13,False
45,H_fit,T051,45,[12],13,False
45,H_fit,T027,13,[13],13,True
45,H_fit,T027,14,[13],13,True
45,H_fit,T027,15,[13],13,True
45,H_fit,T027,16,[13],13,True
45,H_fit,T027,17,[13],13,True
45,H_fit,T027,18,[13],13,True
45,H_fit,T027,19,[13],13,True
45,H_fit,T027,20,[13],13,True
45,H_fit,T027,21,[13],13,True
45,H_fit,T027,22,"[13, 22]",13,True
45,H_fit,T027,23,"[13, 22]",13,True
45,H_fit,T027,24,"[13, 22]",13,True
45,H_fit,T027,25,"[13, 22]",13,True
45,H_fit,T027,26,"[13, 22]",13,True
45,H_fit,T027,27,"[13, 22]",13,True
45,H_fit,T027,28,"[13, 22]",13,True
45,H_fit,T027,29,"[13, 22]",13,True
45,H_fit,T027,30,"[13, 22]",13,True
45,H_fit,T027,31,"[13, 22]",13,True
45,H_fit,T027,32,"[13, 22]",13,True
45,H_fit,T027,33,"[13, 22]",13,True
45,H_fit,T027,34,"[13, 22]",13,True
45,H_fit,T027,35,"[13, 22]",13,True
45,H_fit,T027,36,"[13, 22]",13,True
45,H_fit,T027,37,"[13, 22]",13,True
45,H_fit,T027,38,"[13, 22, 38]",13,True
45,H_fit,T027,39,"[13, 22, 38]",13,True
45,H_fit,T027,40,"[13, 22, 38]",13,True
45,H_fit,T027,41,"[13, 22, 38]",13,True
45,H_fit,T027,42,"[13, 22, 38]",13,True
45,H_fit,T027,43,"[13, 22, 38]",13,True
45,H_fit,T027,44,"[13, 22, 38]",13,True
45,H_fit,T027,45,"[13, 22, 38]",13,True
45,H_fit,T019,16,[16],13,False
45,H_fit,T019,17,[16],13,False
45,H_fit,T019,18,[16],13,False
45,H_fit,T019,19,[16],13,False
45,H_fit,T019,20,[16],13,False
45,H_fit,T019,21,[16],13,False
45,H_fit,T019,22,[16],13,False
45,H_fit,T019,23,[16],13,False
45,H_fit,T019,24,[16],13,False
45,H_fit,T019,25,[16],13,False
45,H_fit,T019,26,[16],13,False
45,H_fit,T019,27,[16],13,False
45,H_fit,T019,28,[16],13,False
45,H_fit,T019,29,[16],13,False
45,H_fit,T019,30,[16],13,False
45,H_fit,T019,31,[16],13,False
45,H_fit,T019,32,[16],13,False
45,H_fit,T019,33,[16],13,False
45,H_fit,T019,34,[16],13,False
45,H_fit,T019,35,[16],13,False
45,H_fit,T019,36,[16],13,False
45,H_fit,T019,37,[16],13,False
45,H_fit,T019,38,[16],13,False
45,H_fit,T019,39,[16],13,False
45,H_fit,T019,40,[16],13,False
45,H_fit,T019,41,[16],13,False
45,H_fit,T019,42,[16],13,False
45,H_fit,T019,43,[16],13,False
45,H_fit,T019,44,"[16, 44]",13,False
45,H_fit,T019,45,"[16, 44]",13,False
45,H_fit,T049,17,[17],11,False
45,H_fit,T049,18,[17],11,False
45,H_fit,T049,19,[17],11,False
45,H_fit,T049,20,[17],20,False
45,H_fit,T049,21,[17],20,False
45,H_fit,T049,22,[17],20,False
45,H_fit,T049,23,[17],20,False
45,H_fit,T049,24,[17],20,False
45,H_fit,T049,25,[17],20,False
45,H_fit,T049,26,[17],20,False
45,H_fit,T049,27,[17],20,False
45,H_fit,T049,28,[17],20,False
45,H_fit,T049,29,[17],20,False
45,H_fit,T049,30,[17],20,False
45,H_fit,T049,31,[17],20,False
45,H_fit,T049,32,[17],20,False
45,H_fit,T049,33,[17],20,False
45,H_fit,T049,34,[17],20,False
45,H_fit,T049,35,[17],20,False
45,H_fit,T049,36,[17],36,False
45,H_fit,T049,37,[17],36,False
45,H_fit,T049,38,[17],36,False
45,H_fit,T049,39,[17],36,False
45,H_fit,T049,40,[17],36,False
45,H_fit,T049,41,[17],41,False
45,H_fit,T049,42,[17],41,False
45,H_fit,T049,43,[17],41,False
45,H_fit,T049,44,[17],41,False
45,H_fit,T049,45,[17],41,False
45,H_fit,T043,20,[20],20,True
45,H_fit,T043,21,[20],20,True
45,H_fit,T043,22,[20],20,True
45,H_fit,T043,23,[20],20,True
45,H_fit,T043,24,[20],20,True
45,H_fit,T043,25,[20],20,True
45,H_fit,T043,26,[20],20,True
45,H_fit,T043,27,[20],20,True
45,H_fit,T043,28,[20],20,True
45,H_fit,T043,29,[20],20,True
45,H_fit,T043,30,[20],20,True
45,H_fit,T043,31,[20],20,True
45,H_fit,T043,32,[20],20,True
45,H_fit,T043,33,[20],20,True
45,H_fit,T043,34,[20],20,True
45,H_fit,T043,35,[20],20,True
45,H_fit,T043,36,[20],20,True
45,H_fit,T043,37,[20],20,True
45,H_fit,T043,38,[20],20,True
45,H_fit,T043,39,[20],20,True
45,H_fit,T043,40,[20],20,True
45,H_fit,T043,41,[20],20,True
45,H_fit,T043,42,[20],42,False
45,H_fit,T043,43,[20],42,False
45,H_fit,T043,44,[20],42,False
45,H_fit,T043,45,[20],42,False
45,H_fit,T010,21,[21],12,False
45,H_fit,T010,22,[21],12,False
45,H_fit,T010,23,[21],12,False
45,H_fit,T010,24,"[21, 24]",12,False
45,H_fit,T010,25,"[21, 24]",12,False
45,H_fit,T010,26,"[21, 24]",12,False
45,H_fit,T010,27,"[21, 24]",12,False
45,H_fit,T010,28,"[21, 24]",12,False
45,H_fit,T010,29,"[21, 24]",12,False
45,H_fit,T010,30,"[21, 24]",12,False
45,H_fit,T010,31,"[21, 24]",12,False
45,H_fit,T010,32,"[21, 24]",12,False
45,H_fit,T010,33,"[21, 24]",12,False
45,H_fit,T010,34,"[21, 24]",12,False
45,H_fit,T010,35,"[21, 24]",12,False
45,H_fit,T010,36,"[21, 24]",12,False
45,H_fit,T010,37,"[21, 24]",12,False
45,H_fit,T010,38,"[21, 24]",12,False
45,H_fit,T010,39,"[21, 24]",12,False
45,H_fit,T010,40,"[21, 24]",12,False
45,H_fit,T010,41,"[21, 24]",12,False
45,H_fit,T010,42,"[21, 24]",12,False
45,H_fit,T010,43,"[21, 24]",12,False
45,H_fit,T010,44,"[21, 24]",12,False
45,H_fit,T010,45,"[21, 24]",12,False
45,H_fit,T037,23,[23],14,False
45,H_fit,T037,24,[23],14,False
45,H_fit,T037,25,"[23, 25]",14,False
45,H_fit,T037,26,"[23, 25]",14,False
45,H_fit,T037,27,"[23, 25]",14,False
45,H_fit,T037,28,"[23, 25]",14,False
45,H_fit,T037,29,"[23, 25]",14,False
45,H_fit,T037,30,"[23, 25]",14,False
45,H_fit,T037,31,"[23, 25]",14,False
45,H_fit,T037,32,"[23, 25]",14,False
45,H_fit,T037,33,"[23, 25, 33]",14,False
45,H_fit,T037,34,"[23, 25, 33]",14,False
45,H_fit,T037,35,"[23, 25, 33]",14,False
45,H_fit,T037,36,"[23, 25, 33]",14,False
45,H_fit,T037,37,"[23, 25, 33]",14,False
45,H_fit,T037,38,"[23, 25, 33]",14,False
45,H_fit,T037,39,"[23, 25, 33]",14,False
45,H_fit,T037,40,"[23, 25, 33]",14,False
45,H_fit,T037,41,"[23, 25, 33]",14,False
45,H_fit,T037,42,"[23, 25, 33]",14,False
45,H_fit,T037,43,"[23, 25, 33]",14,False
45,H_fit,T037,44,"[23, 25, 33]",14,False
45,H_fit,T037,45,"[23, 25, 33]",14,False
45,H_fit,T008,26,[26],14,False
45,H_fit,T008,27,[26],14,False
45,H_fit,T008,28,[26],14,False
45,H_fit,T008,29,[26],14,False
45,H_fit,T008,30,"[26, 30]",14,False
45,H_fit,T008,31,"[26, 30]",14,False
45,H_fit,T008,32,"[26, 30]",14,False
45,H_fit,T008,33,"[26, 30]",14,False
45,H_fit,T008,34,"[26, 30]",14,False
45,H_fit,T008,35,"[26, 30]",14,False
45,H_fit,T008,36,"[26, 30]",14,False
45,H_fit,T008,37,"[26, 30]",14,False
45,H_fit,T008,38,"[26, 30]",14,False
45,H_fit,T008,39,"[26, 30]",14,False
45,H_fit,T008,40,"[26, 30]",14,False
45,H_fit,T008,41,"[26, 30]",14,False
45,H_fit,T008,42,"[26, 30]",14,False
45,H_fit,T008,43,"[26, 30, 43]",14,False
45,H_fit,T008,44,"[26, 30, 43]",14,False
45,H_fit,T008,45,"[26, 30, 43]",14,False
45,H_fit,T040,29,[29],14,False
45,H_fit,T040,30,[29],14,False
45,H_fit,T040,31,[29],14,False
45,H_fit,T040,32,[29],14,False
45,H_fit,T040,33,[29],14,False
45,H_fit,T040,34,[29],14,False
45,H_fit,T040,35,[29],14,False
45,H_fit,T040,36,[29],14,False
45,H_fit,T040,37,[29],14,False
45,H_fit,T040,38,[29],14,False
45,H_fit,T040,39,[29],14,False
45,H_fit,T040,40,[29],14,False
45,H_fit,T040,41,[29],14,False
45,H_fit,T040,42,[29],14,False
45,H_fit,T040,43,[29],14,False
45,H_fit,T040,44,[29],14,False
45,H_fit,T040,45,[29],14,False
45,H_fit,T050,34,[34],25,False
45,H_fit,T050,35,"[34, 35]",25,False
45,H_fit,T050,36,"[34, 35]",25,False
45,H_fit,T050,37,"[34, 35]",25,False
45,H_fit,T050,38,"[34, 35]",25,False
45,H_fit,T050,39,"[34, 35, 39]",25,False
45,H_fit,T050,40,"[34, 35, 39]",25,False
45,H_fit,T050,41,"[34, 35, 39]",25,False
45,H_fit,T050,42,"[34, 35, 39]",25,False
45,H_fit,T050,43,"[34, 35, 39]",25,False
45,H_fit,T050,44,"[34, 35, 39]",25,False
45,H_fit,T050,45,"[34, 35, 39, 45]",25,False
45,H_fit,T042,37,[37],31,False
45,H_fit,T042,38,[37],31,False
45,H_fit,T042,39,[37],31,False
45,H_fit,T042,40,[37],31,False
45,H_fit,T042,41,[37],31,False
45,H_fit,T042,42,[37],31,False
45,H_fit,T042,43,[37],31,False
45,H_fit,T042,44,[37],31,False
45,H_fit,T042,45,[37],31,False
45,H_fit,T048,42,[42],22,False
45,H_fit,T048,43,[42],22,False
45,H_fit,T048,44,[42],22,False
45,H_fit,T048,45,[42],22,False
45,U_fit,T034,1,[1],0,False
45,U_fit,T034,2,[1],2,False
45,U_fit,T034,3,[1],3,False
45,U_fit,T034,4,[1],3,False
45,U_fit,T034,5,[1],3,False
45,U_fit,T034,6,[1],3,False
45,U_fit,T034,7,[1],7,False
45,U_fit,T034,8,[1],7,False
45,U_fit,T034,9,[1],7,False
45,U_fit,T034,10,[1],7,False
45,U_fit,T034,11,[1],7,False
45,U_fit,T034,12,[1],7,False
45,U_fit,T034,13,[1],7,False
45,U_fit,T034,14,[1],7,False
45,U_fit,T034,15,[1],7,False
45,U_fit,T034,16,[1],7,False
45,U_fit,T034,17,[1],7,False
45,U_fit,T034,18,[1],7,False
45,U_fit,T034,19,[1],7,False
45,U_fit,T034,20,[1],7,False
45,U_fit,T034,21,[1],7,False
45,U_fit,T034,22,[1],7,False
45,U_fit,T034,23,[1],7,False
45,U_fit,T034,24,[1],7,False
45,U_fit,T034,25,[1],7,False
45,U_fit,T034,26,[1],7,False
45,U_fit,T034,27,[1],7,False
45,U_fit,T034,28,[1],7,False
45,U_fit,T034,29,[1],7,False
45,U_fit,T034,30,[1],7,False
45,U_fit,T034,31,[1],7,False
45,U_fit,T034,32,[1],7,False
45,U_fit,T034,33,[1],7,False
45,U_fit,T034,34,[1],7,False
45,U_fit,T034,35,[1],7,False
45,U_fit,T034,36,"[1, 36]",7,False
45,U_fit,T034,37,"[1, 36]",7,False
45,U_fit,T034,38,"[1, 36]",7,False
45,U_fit,T034,39,"[1, 36]",7,False
45,U_fit,T034,40,"[1, 36]",7,False
45,U_fit,T034,41,"[1, 36]",7,False
45,U_fit,T034,42,"[1, 36]",7,False
45,U_fit,T034,43,"[1, 36]",7,False
45,U_fit,T034,44,"[1, 36]",7,False
45,U_fit,T034,45,"[1, 36]",7,False
45,U_fit,T022,2,[2],1,False
45,U_fit,T022,3,[2],1,False
45,U_fit,T022,4,[2],1,False
45,U_fit,T022,5,[2],1,False
45,U_fit,T022,6,[2],6,False
45,U_fit,T022,7,[2],6,False
45,U_fit,T022,8,[2],6,False
45,U_fit,T022,9,[2],6,False
45,U_fit,T022,10,[2],6,False
45,U_fit,T022,11,[2],6,False
45,U_fit,T022,12,[2],12,False
45,U_fit,T022,13,[2],12,False
45,U_fit,T022,14,[2],12,False
45,U_fit,T022,15,[2],12,False
45,U_fit,T022,16,[2],12,False
45,U_fit,T022,17,[2],12,False
45,U_fit,T022,18,[2],12,False
45,U_fit,T022,19,[2],12,False
45,U_fit,T022,20,[2],12,False
45,U_fit,T022,21,[2],12,False
45,U_fit,T022,22,[2],12,False
45,U_fit,T022,23,[2],12,False
45,U_fit,T022,24,[2],12,False
45,U_fit,T022,25,[2],12,False
45,U_fit,T022,26,[2],12,False
45,U_fit,T022,27,[2],12,False
45,U_fit,T022,28,[2],12,False
45,U_fit,T022,29,[2],12,False
45,U_fit,T022,30,[2],12,False
45,U_fit,T022,31,[2],12,False
45,U_fit,T022,32,[2],12,False
45,U_fit,T022,33,[2],12,False
45,U_fit,T022,34,[2],12,False
45,U_fit,T022,35,[2],12,False
45,U_fit,T022,36,[2],12,False
45,U_fit,T022,37,[2],12,False
45,U_fit,T022,38,[2],12,False
45,U_fit,T022,39,[2],12,False
45,U_fit,T022,40,[2],12,False
45,U_fit,T022,41,[2],12,False
45,U_fit,T022,42,[2],12,False
45,U_fit,T022,43,[2],12,False
45,U_fit,T022,44,[2],12,False
45,U_fit,T022,45,[2],12,False
45,U_fit,T044,3,[3],0,False
45,U_fit,T044,4,[3],0,False
45,U_fit,T044,5,[3],0,False
45,U_fit,T044,6,[3],0,False
45,U_fit,T044,7,[3],0,False
45,U_fit,T044,8,[3],8,False
45,U_fit,T044,9,[3],8,False
45,U_fit,T044,10,[3],8,False
45,U_fit,T044,11,[3],8,False
45,U_fit,T044,12,[3],8,False
45,U_fit,T044,13,[3],8,False
45,U_fit,T044,14,[3],8,False
45,U_fit,T044,15,[3],8,False
45,U_fit,T044,16,[3],8,False
45,U_fit,T044,17,[3],8,False
45,U_fit,T044,18,[3],8,False
45,U_fit,T044,19,[3],8,False
45,U_fit,T044,20,[3],20,False
45,U_fit,T044,21,[3],20,False
45,U_fit,T044,22,[3],20,False
45,U_fit,T044,23,[3],20,False
45,U_fit,T044,24,[3],20,False
45,U_fit,T044,25,[3],20,False
45,U_fit,T044,26,[3],20,False
45,U_fit,T044,27,[3],20,False
45,U_fit,T044,28,[3],20,False
45,U_fit,T044,29,[3],20,False
45,U_fit,T044,30,[3],20,False
45,U_fit,T044,31,[3],20,False
45,U_fit,T044,32,[3],20,False
45,U_fit,T044,33,[3],20,False
45,U_fit,T044,34,[3],20,False
45,U_fit,T044,35,[3],20,False
45,U_fit,T044,36,[3],20,False
45,U_fit,T044,37,[3],20,False
45,U_fit,T044,38,[3],20,False
45,U_fit,T044,39,[3],20,False
45,U_fit,T044,40,[3],20,False
45,U_fit,T044,41,[3],20,False
45,U_fit,T044,42,[3],20,False
45,U_fit,T044,43,[3],43,False
45,U_fit,T044,44,[3],43,False
45,U_fit,T044,45,[3],43,False
45,U_fit,T006,4,[4],1,False
45,U_fit,T006,5,[4],1,False
45,U_fit,T006,6,[4],0,False
45,U_fit,T006,7,[4],0,False
45,U_fit,T006,8,[4],8,False
45,U_fit,T006,9,[4],8,False
45,U_fit,T006,10,[4],8,False
45,U_fit,T006,11,[4],11,False
45,U_fit,T006,12,[4],11,False
45,U_fit,T006,13,[4],11,False
45,U_fit,T006,14,[4],11,False
45,U_fit,T006,15,[4],11,False
45,U_fit,T006,16,[4],11,False
45,U_fit,T006,17,[4],11,False
45,U_fit,T006,18,[4],11,False
45,U_fit,T006,19,[4],11,False
45,U_fit,T006,20,[4],20,False
45,U_fit,T006,21,[4],20,False
45,U_fit,T006,22,[4],20,False
45,U_fit,T006,23,[4],20,False
45,U_fit,T006,24,[4],20,False
45,U_fit,T006,25,[4],20,False
45,U_fit,T006,26,[4],20,False
45,U_fit,T006,27,[4],20,False
45,U_fit,T006,28,[4],20,False
45,U_fit,T006,29,[4],20,False
45,U_fit,T006,30,[4],20,False
45,U_fit,T006,31,[4],20,False
45,U_fit,T006,32,[4],20,False
45,U_fit,T006,33,[4],20,False
45,U_fit,T006,34,[4],20,False
45,U_fit,T006,35,[4],20,False
45,U_fit,T006,36,[4],20,False
45,U_fit,T006,37,[4],20,False
45,U_fit,T006,38,[4],20,False
45,U_fit,T006,39,[4],20,False
45,U_fit,T006,40,[4],20,False
45,U_fit,T006,41,[4],20,False
45,U_fit,T006,42,[4],42,False
45,U_fit,T006,43,[4],42,False
45,U_fit,T006,44,[4],42,False
45,U_fit,T006,45,[4],42,False
45,U_fit,T014,5,[5],3,False
45,U_fit,T014,6,[5],3,False
45,U_fit,T014,7,[5],7,False
45,U_fit,T014,8,[5],7,False
45,U_fit,T014,9,[5],7,False
45,U_fit,T014,10,[5],7,False
45,U_fit,T014,11,[5],7,False
45,U_fit,T014,12,[5],7,False
45,U_fit,T014,13,[5],7,False
45,U_fit,T014,14,[5],7,False
45,U_fit,T014,15,[5],7,False
45,U_fit,T014,16,[5],7,False
45,U_fit,T014,17,[5],7,False
45,U_fit,T014,18,[5],7,False
45,U_fit,T014,19,[5],7,False
45,U_fit,T014,20,[5],7,False
45,U_fit,T014,21,[5],21,False
45,U_fit,T014,22,[5],21,False
45,U_fit,T014,23,[5],21,False
45,U_fit,T014,24,[5],21,False
45,U_fit,T014,25,[5],21,False
45,U_fit,T014,26,[5],21,False
45,U_fit,T014,27,[5],21,False
45,U_fit,T014,28,[5],28,False
45,U_fit,T014,29,[5],28,False
45,U_fit,T014,30,[5],28,False
45,U_fit,T014,31,[5],31,False
45,U_fit,T014,32,[5],31,False
45,U_fit,T014,33,[5],31,False
45,U_fit,T014,34,[5],31,False
45,U_fit,T014,35,[5],31,False
45,U_fit,T014,36,[5],31,False
45,U_fit,T014,37,[5],31,False
45,U_fit,T014,38,[5],31,False
45,U_fit,T014,39,[5],31,False
45,U_fit,T014,40,[5],31,False
45,U_fit,T014,41,[5],31,False
45,U_fit,T014,42,[5],31,False
45,U_fit,T014,43,[5],31,False
45,U_fit,T014,44,[5],31,False
45,U_fit,T014,45,[5],31,False
45,U_fit,T005,6,[6],6,True
45,U_fit,T005,7,[6],6,True
45,U_fit,T005,8,[6],8,False
45,U_fit,T005,9,[6],9,False
45,U_fit,T005,10,[6],9,False
45,U_fit,T005,11,[6],9,False
45,U_fit,T005,12,[6],9,False
45,U_fit,T005,13,[6],13,False
45,U_fit,T005,14,[6],13,False
45,U_fit,T005,15,[6],13,False
45,U_fit,T005,16,[6],13,False
45,U_fit,T005,17,[6],13,False
45,U_fit,T005,18,[6],13,False
45,U_fit,T005,19,[6],13,False
45,U_fit,T005,20,[6],13,False
45,U_fit,T005,21,[6],13,False
45,U_fit,T005,22,[6],13,False
45,U_fit,T005,23,[6],13,False
45,U_fit,T005,24,[6],13,False
45,U_fit,T005,25,[6],13,False
45,U_fit,T005,26,[6],13,False
45,U_fit,T005,27,[6],13,False
45,U_fit,T005,28,[6],13,False
45,U_fit,T005,29,[6],13,False
45,U_fit,T005,30,[6],13,False
45,U_fit,T005,31,[6],13,False
45,U_fit,T005,32,[6],13,False
45,U_fit,T005,33,[6],13,False
45,U_fit,T005,34,[6],13,False
45,U_fit,T005,35,[6],13,False
45,U_fit,T005,36,[6],13,False
45,U_fit,T005,37,[6],13,False
45,U_fit,T005,38,[6],13,False
45,U_fit,T005,39,[6],13,False
45,U_fit,T005,40,[6],13,False
45,U_fit,T005,41,[6],13,False
45,U_fit,T005,42,[6],13,False
45,U_fit,T005,43,[6],13,False
45,U_fit,T005,44,[6],13,False
45,U_fit,T005,45,[6],13,False
45,U_fit,T007,7,[7],6,False
45,U_fit,T007,8,[7],8,False
45,U_fit,T007,9,[7],8,False
45,U_fit,T007,10,[7],8,False
45,U_fit,T007,11,[7],11,False
45,U_fit,T007,12,[7],11,False
45,U_fit,T007,13,[7],11,False
45,U_fit,T007,14,[7],11,False
45,U_fit,T007,15,[7],11,False
45,U_fit,T007,16,"[7, 16]",11,False
45,U_fit,T007,17,"[7, 16]",11,False
45,U_fit,T007,18,"[7, 16]",11,False
45,U_fit,T007,19,"[7, 16]",11,False
45,U_fit,T007,20,"[7, 16]",20,False
45,U_fit,T007,21,"[7, 16]",20,False
45,U_fit,T007,22,"[7, 16]",20,False
45,U_fit,T007,23,"[7, 16]",20,False
45,U_fit,T007,24,"[7, 16]",20,False
45,U_fit,T007,25,"[7, 16]",20,False
45,U_fit,T007,26,"[7, 16]",20,False
45,U_fit,T007,27,"[7, 16]",20,False
45,U_fit,T007,28,"[7, 16]",20,False
45,U_fit,T007,29,"[7, 16]",20,False
45,U_fit,T007,30,"[7, 16]",20,False
45,U_fit,T007,31,"[7, 16]",20,False
45,U_fit,T007,32,"[7, 16]",20,False
45,U_fit,T007,33,"[7, 16]",20,False
45,U_fit,T007,34,"[7, 16]",20,False
45,U_fit,T007,35,"[7, 16]",20,False
45,U_fit,T007,36,"[7, 16]",20,False
45,U_fit,T007,37,"[7, 16]",20,False
45,U_fit,T007,38,"[7, 16]",20,False
45,U_fit,T007,39,"[7, 16]",20,False
45,U_fit,T007,40,"[7, 16]",20,False
45,U_fit,T007,41,"[7, 16]",20,False
45,U_fit,T007,42,"[7, 16]",42,False
45,U_fit,T007,43,"[7, 16]",43,False
45,U_fit,T007,44,"[7, 16]",43,False
45,U_fit,T007,45,"[7, 16]",43,False
45,U_fit,T001,8,[8],7,False
45,U_fit,T001,9,[8],7,False
45,U_fit,T001,10,[8],7,False
45,U_fit,T001,11,[8],7,False
45,U_fit,T001,12,[8],7,False
45,U_fit,T001,13,[8],7,False
45,U_fit,T001,14,"[8, 14]",7,False
45,U_fit,T001,15,"[8, 14]",7,False
45,U_fit,T001,16,"[8, 14]",7,False
45,U_fit,T001,17,"[8, 14]",7,False
45,U_fit,T001,18,"[8, 14]",7,False
45,U_fit,T001,19,"[8, 14]",7,False
45,U_fit,T001,20,"[8, 14]",7,False
45,U_fit,T001,21,"[8, 14]",7,False
45,U_fit,T001,22,"[8, 14]",7,False
45,U_fit,T001,23,"[8, 14]",7,False
45,U_fit,T001,24,"[8, 14]",7,False
45,U_fit,T001,25,"[8, 14]",7,False
