track,method,mode,role,stratum,edits,inputs,source_image_edit_pairs,base_correct_inputs,base_correct_edits,distinct_source_images,distinct_base_correct_images,semantic,target_consistency,token_parity,kl,base_correct,base_correct_damage,base_correct_preserved,base_wrong_became_correct,base_wrong_changed,on,joint_on_correct
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,1.0,1.0,0.03333333333333333,0.3667915021710926,0.6111111111111112,0.0,1.0,1.0,1.0,0.9666666666666667,0.9666666666666667
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,evaluation,H_all,15,20,20,15,13,7,6,0.3,0.6,0.13333333333333333,0.19594484336363774,0.7666666666666667,0.5384615384615384,0.46153846153846156,0.0,1.0,0.9666666666666667,0.26666666666666666
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,0.4,0.0,0.21006363891065122,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,evaluation,H_keep,13,15,15,15,13,6,6,0.46153846153846156,0.5384615384615384,0.19230769230769232,0.14780755317769945,1.0,0.5384615384615384,0.46153846153846156,,,0.9230769230769231,0.38461538461538464
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,evaluation,U_all,16,202,202,130,16,41,31,0.5894574175824175,0.29515796703296704,0.7707760989010989,0.009948360786185377,0.6419986263736264,0.10295815295815296,0.8970418470418471,0.034970238095238096,0.19285714285714287,0.7054143772893773,0.38312728937728935
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.034970238095238096,0.13080357142857144,0.8071428571428572,0.005866109852714934,0.0,,,0.034970238095238096,0.19285714285714287,0.7476190476190476,0.034970238095238096
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,evaluation,U_keep,16,130,130,130,16,31,31,0.8970418470418471,0.39281655844155844,0.7647208694083694,0.010709701674350623,1.0,0.10295815295815296,0.8970418470418471,,,0.6840255230880231,0.5810673701298701
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,1.0,1.0,0.0,,0.5,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,evaluation,source_style_confirmation,16,32,16,19,10,16,10,1.0,1.0,0.0,,0.59375,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,fit,H_all,16,28,28,27,16,9,8,0.5729166666666666,0.40625,0.28125,0.03747094478603685,0.9791666666666666,0.40625,0.59375,0.0,0.0,0.9375,0.53125
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,fit,H_keep,16,27,27,27,16,8,8,0.59375,0.40625,0.2708333333333333,0.03751319726628329,1.0,0.40625,0.59375,,,0.9479166666666666,0.5416666666666666
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,fit,U_all,16,217,217,129,16,43,33,0.5769230769230769,0.27506868131868134,0.7396978021978022,0.007739219810186374,0.5951236263736264,0.056473214285714286,0.9435267857142857,0.03392857142857143,0.18373015873015872,0.7383241758241759,0.4330357142857143
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,fit,U_base_wrong,16,88,88,0,0,22,0,0.03392857142857143,0.2054563492063492,0.8162698412698413,0.007847284895404531,0.0,,,0.03392857142857143,0.18373015873015872,0.7330605158730159,0.03392857142857143
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,fit,U_keep,16,129,129,129,16,33,33,0.9435267857142857,0.344469246031746,0.6710565476190476,0.008761069932616588,1.0,0.056473214285714286,0.9435267857142857,,,0.7437996031746031,0.6873263888888889
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,fit,positive,16,64,16,18,6,16,6,1.0,1.0,0.0,,0.28125,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,native,positive,16,16,16,0,0,16,0,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,calibration,H_all,15,21,21,20,15,7,6,0.9666666666666667,0.0,1.0,0.0,0.9666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,calibration,H_keep,15,20,20,20,15,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,calibration,U_all,16,216,216,145,16,41,34,0.6727335164835165,0.28708791208791207,1.0,0.0,0.6727335164835165,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,calibration,U_base_wrong,16,71,71,0,0,20,0,0.0,0.209375,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,calibration,U_keep,16,145,145,145,16,34,34,1.0,0.33247429653679655,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,calibration,positive,16,64,16,21,8,16,8,0.328125,0.328125,1.0,,0.328125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,0.6111111111111112,0.6111111111111112,1.0,0.0,0.6111111111111112,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,evaluation,H_all,15,20,20,15,13,7,6,0.7666666666666667,0.13333333333333333,1.0,0.0,0.7666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,0.4,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,evaluation,H_keep,13,15,15,15,13,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,evaluation,U_all,16,202,202,130,16,41,31,0.6419986263736264,0.2566964285714286,1.0,0.0,0.6419986263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.0,0.121875,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,evaluation,U_keep,16,130,130,130,16,31,31,1.0,0.33909181096681096,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,0.5,0.5,1.0,,0.5,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,evaluation,source_style_confirmation,16,32,16,19,10,16,10,0.59375,0.59375,1.0,,0.59375,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,fit,H_all,16,28,28,27,16,9,8,0.9791666666666666,0.0,1.0,0.0,0.9791666666666666,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,fit,H_keep,16,27,27,27,16,8,8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,fit,U_all,16,217,217,129,16,43,33,0.5951236263736264,0.2657967032967033,1.0,0.0,0.5951236263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,fit,U_base_wrong,16,88,88,0,0,22,0,0.0,0.22628968253968254,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,fit,U_keep,16,129,129,129,16,33,33,1.0,0.32276785714285716,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,fit,positive,16,64,16,18,6,16,6,0.28125,0.28125,1.0,,0.28125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BASE,native,positive,16,16,16,0,0,16,0,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,calibration,H_all,15,21,21,20,15,7,6,0.06666666666666667,0.9333333333333333,0.06666666666666667,0.5621179153521856,0.9666666666666667,0.9,0.1,0.0,1.0,0.9333333333333333,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,1.0,0.0,0.4710497260093689,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,calibration,H_keep,15,20,20,20,15,6,6,0.1,0.9,0.1,0.54641625781854,1.0,0.9,0.1,,,0.9,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,calibration,U_all,16,216,216,145,16,41,34,0.4340659340659341,0.36504120879120877,0.4292582417582418,0.1550923663237352,0.6727335164835165,0.37900207431457433,0.6209979256854257,0.06830357142857144,0.6523065476190476,0.7912087912087912,0.260989010989011
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,calibration,U_base_wrong,16,71,71,0,0,20,0,0.06830357142857144,0.2474702380952381,0.3476934523809524,0.19676955197549736,0.0,,,0.06830357142857144,0.6523065476190476,0.9056547619047619,0.06830357142857144
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,calibration,U_keep,16,145,145,145,16,34,34,0.6209979256854257,0.4374864718614718,0.45858360389610386,0.1344682496389665,1.0,0.37900207431457433,0.6209979256854257,,,0.7437793109668109,0.36477723665223666
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,calibration,positive,16,64,16,21,8,16,8,1.0,1.0,0.0,,0.328125,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,1.0,1.0,0.03333333333333333,0.6333166026737955,0.6111111111111112,0.0,1.0,1.0,1.0,0.9666666666666667,0.9666666666666667
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,evaluation,H_all,15,20,20,15,13,7,6,0.03333333333333333,0.9666666666666667,0.03333333333333333,0.5852589974800746,0.7666666666666667,0.9230769230769231,0.07692307692307693,0.0,1.0,0.9666666666666667,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,1.0,0.0,0.6132313251495362,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,evaluation,H_keep,13,15,15,15,13,6,6,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.5504789363879424,1.0,0.9230769230769231,0.07692307692307693,,,0.9230769230769231,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,evaluation,U_all,16,202,202,130,16,41,31,0.46726190476190477,0.33161630036630035,0.5398923992673993,0.12601855282111046,0.6419986263736264,0.30330988455988456,0.6966901154401154,0.05803571428571429,0.4941964285714286,0.7054143772893773,0.2609317765567766
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.05803571428571429,0.19910714285714284,0.5058035714285715,0.13706236202174513,0.0,,,0.05803571428571429,0.4941964285714286,0.7476190476190476,0.05803571428571429
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,evaluation,U_keep,16,130,130,130,16,31,31,0.6966901154401154,0.41184388528138527,0.552042748917749,0.12267306709984742,1.0,0.30330988455988456,0.6966901154401154,,,0.6840255230880231,0.3807156385281385
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,1.0,1.0,0.0,,0.5,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,evaluation,source_style_confirmation,16,32,16,19,10,16,10,1.0,1.0,0.0,,0.59375,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,fit,H_all,16,28,28,27,16,9,8,0.041666666666666664,0.9375,0.0625,0.5794606581330299,0.9791666666666666,0.9479166666666666,0.05208333333333333,0.0,0.0,0.9375,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,fit,H_keep,16,27,27,27,16,8,8,0.05208333333333333,0.9479166666666666,0.05208333333333333,0.5858260237922271,1.0,0.9479166666666666,0.05208333333333333,,,0.9479166666666666,0.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,fit,U_all,16,217,217,129,16,43,33,0.38118131868131866,0.3173076923076923,0.45982142857142855,0.13534510230465957,0.5951236263736264,0.37294146825396823,0.6270585317460318,0.042782738095238096,0.5248511904761904,0.7383241758241759,0.23729395604395603
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,fit,U_base_wrong,16,88,88,0,0,22,0,0.042782738095238096,0.2507688492063492,0.4751488095238095,0.15875039848844089,0.0,,,0.042782738095238096,0.5248511904761904,0.7330605158730159,0.042782738095238096
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,fit,U_keep,16,129,129,129,16,33,33,0.6270585317460318,0.3744543650793651,0.44915674603174605,0.12291574330464798,1.0,0.37294146825396823,0.6270585317460318,,,0.7437996031746031,0.3708581349206349
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,fit,positive,16,64,16,18,6,16,6,1.0,1.0,0.0,,0.28125,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,P4-W0_TASK_ONLY,BE_ROUTE+P4-W0_TASK_ONLY,native,positive,16,16,16,0,0,16,0,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,calibration,H_all,15,21,21,20,15,7,6,0.9666666666666667,0.0,1.0,0.0,0.9666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,calibration,H_keep,15,20,20,20,15,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,calibration,U_all,16,216,216,145,16,41,34,0.6727335164835165,0.28708791208791207,1.0,0.0,0.6727335164835165,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,calibration,U_base_wrong,16,71,71,0,0,20,0,0.0,0.209375,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,calibration,U_keep,16,145,145,145,16,34,34,1.0,0.33247429653679655,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,calibration,positive,16,64,16,21,8,16,8,0.328125,0.328125,1.0,,0.328125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,0.6111111111111112,0.6111111111111112,1.0,0.0,0.6111111111111112,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,evaluation,H_all,15,20,20,15,13,7,6,0.7666666666666667,0.13333333333333333,1.0,0.0,0.7666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,0.4,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,evaluation,H_keep,13,15,15,15,13,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,evaluation,U_all,16,202,202,130,16,41,31,0.6419986263736264,0.2566964285714286,1.0,0.0,0.6419986263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.0,0.121875,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,evaluation,U_keep,16,130,130,130,16,31,31,1.0,0.33909181096681096,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,0.5,0.5,1.0,,0.5,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,evaluation,source_style_confirmation,16,32,16,19,10,16,10,0.59375,0.59375,1.0,,0.59375,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,fit,H_all,16,28,28,27,16,9,8,0.9791666666666666,0.0,1.0,0.0,0.9791666666666666,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,fit,H_keep,16,27,27,27,16,8,8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,fit,U_all,16,217,217,129,16,43,33,0.5951236263736264,0.2657967032967033,1.0,0.0,0.5951236263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,fit,U_base_wrong,16,88,88,0,0,22,0,0.0,0.22628968253968254,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,fit,U_keep,16,129,129,129,16,33,33,1.0,0.32276785714285716,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,fit,positive,16,64,16,18,6,16,6,0.28125,0.28125,1.0,,0.28125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BASE,native,positive,16,16,16,0,0,16,0,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,calibration,H_all,15,21,21,20,15,7,6,0.3,0.6666666666666666,0.2,0.08295650807364534,0.9666666666666667,0.6666666666666666,0.3333333333333333,0.0,1.0,0.9333333333333333,0.23333333333333334
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,0.0,0.00866542849689722,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,calibration,H_keep,15,20,20,20,15,6,6,0.3333333333333333,0.6666666666666666,0.23333333333333334,0.0826676604570821,1.0,0.6666666666666666,0.3333333333333333,,,0.9,0.23333333333333334
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,calibration,U_all,16,216,216,145,16,41,34,0.632554945054945,0.3540521978021978,0.7630494505494506,0.008582977940677465,0.6727335164835165,0.09385822510822511,0.9061417748917749,0.0515625,0.18333333333333335,0.7912087912087912,0.45947802197802196
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,calibration,U_base_wrong,16,71,71,0,0,20,0,0.0515625,0.2640625,0.8166666666666667,0.009116507630642446,0.0,,,0.0515625,0.18333333333333335,0.9056547619047619,0.0515625
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,calibration,U_keep,16,145,145,145,16,34,34,0.9061417748917749,0.421518759018759,0.7416080447330448,0.00768134856894696,1.0,0.09385822510822511,0.9061417748917749,,,0.7437793109668109,0.6499210858585859
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,calibration,positive,16,64,16,21,8,16,8,0.984375,0.984375,0.0,,0.328125,0.0,1.0,0.9807692307692307,1.0,1.0,0.984375
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,1.0,1.0,0.03333333333333333,0.19226437514854802,0.6111111111111112,0.0,1.0,1.0,1.0,0.9666666666666667,0.9666666666666667
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,evaluation,H_all,15,20,20,15,13,7,6,0.3,0.6,0.16666666666666666,0.08595513304074605,0.7666666666666667,0.5384615384615384,0.46153846153846156,0.0,0.8,0.9666666666666667,0.26666666666666666
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,0.4,0.2,0.08035888588055969,0.0,,,0.0,0.8,1.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,evaluation,H_keep,13,15,15,15,13,6,6,0.46153846153846156,0.5384615384615384,0.23076923076923078,0.06946853374560866,1.0,0.5384615384615384,0.46153846153846156,,,0.9230769230769231,0.38461538461538464
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,evaluation,U_all,16,202,202,130,16,41,31,0.5843063186813187,0.30918040293040294,0.7952724358974359,0.008290453359042839,0.6419986263736264,0.10166847041847041,0.8983315295815296,0.019345238095238096,0.16428571428571428,0.7054143772893773,0.37797619047619047
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.019345238095238096,0.14642857142857144,0.8357142857142857,0.0051686894999138965,0.0,,,0.019345238095238096,0.16428571428571428,0.7476190476190476,0.019345238095238096
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,evaluation,U_keep,16,130,130,130,16,31,31,0.8983315295815296,0.40358044733044734,0.7825306637806637,0.010413316564814368,1.0,0.10166847041847041,0.8983315295815296,,,0.6840255230880231,0.5823570526695526
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,1.0,1.0,0.0,,0.5,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,evaluation,source_style_confirmation,16,32,16,19,10,16,10,1.0,1.0,0.0,,0.59375,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,fit,H_all,16,28,28,27,16,9,8,0.3854166666666667,0.59375,0.3020833333333333,0.04612083099588441,0.9791666666666666,0.59375,0.40625,0.0,0.0,0.9375,0.34375
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,fit,H_keep,16,27,27,27,16,8,8,0.40625,0.59375,0.3020833333333333,0.04621165712402823,1.0,0.59375,0.40625,,,0.9479166666666666,0.3541666666666667
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,fit,U_all,16,217,217,129,16,43,33,0.5226648351648352,0.30597527472527475,0.8193681318681318,0.005214838302236076,0.5951236263736264,0.11264880952380953,0.8873511904761905,0.010416666666666666,0.10052083333333334,0.7383241758241759,0.3787774725274725
NEW_CONFIRMATION,P4-W1_KL_0.1,BE_ROUTE+P4-W1_KL_0.1,fit,U_base_wrong,16,88,88,0,0,22,0,0.010416666666666666,0.2367063492063492,0.8994791666666667,0.004769392696592452,0.0,,,0.010416666666666666,0.10052083333333334,0.7330605158730159,0.010416666666666666
